	text	emotion
2343	When my parents fight lots of time, when I'm the reason of the á fight, I feel guilty.	7
2344	When I knew about my first job.	1
2345	When I was just to be divorced.	2
2346	My mother in law slept in my bed.	3
2347	A terrible fight that I provoked with my friend.	2
2348	In the last year of the high school we had a huge fight between á my group and the graduation commission (two students of my á classroom) because they accused us unjustly of a gossip about á them.	3
2349	When I was 10/11 years old my father travelled very much for his á work (he passed three months away from home).	4
2350	I saw a film where snakes were crawling everywhere. I felt them á crawling over all my body with that ... skins. The noise that á they did disturbed me very much.	5
2351	In a play (secret friend) during the time of the high school I á had to give a present to a boy and I was very ridiculous because á of this.	6
2352	When I was a child I used to play with my cousin gushing wather á to each other in front of the door of my house. One day we á decided to gush with on a passing car. The driver stopped and á went to discuss with my mother and my aunt that were there.	7
2353	When I got a small present form a person I like very much.	1
2354	When a friend of mine discussed with me, I felt fear of losing á her. This occurred because we had a missunderstanding between á mutual colleagues.	2
2355	When a boy tried to fool me so he would be OK trying to show me á that he is a gook boy.	3
2356	In the 12/83 my boyfriend asked me to forget him, as it would be á easy.	4
2357	When my oldest sister discovered that her boyfriend had another á girl.	5
2358	We where in a bar and my friend had a fight with some guys who á were in the table aside.	6
2359	When I deny something to my sister and after a while I feel sorry á and try to bypass the situation.	7
2360	When I saw my name in the newspaper and I knew that I entered at á the University.	1
2361	When my father died I felt myself alone and the fear possessed me. á I was a child and all my sisters and brothers (8) were young.	2
2362	I loved a person and he went away. It wasn't necessary that he á left me to reach his goals.	3
2363	A close friend travelled to another country. When I knew that he á would only come back after many years, I felt very sad.	4
2364	When I watched a film about the problems of abandoned children á (PIXOTE).	5
2365	When I began to date, the first gestures of affection made me á feel ashamed. Note: for GUILT go to record n¦231	6
2366	The day I decided to get out of my house I saw in my brother's á eyes that they blamed me for the situaiton.	7
2367	I had a friend who I didn't see for a long time. We had a á relationship from much union and interaction. It was more that á one year that I didn't see her. She appeared in my home and we á talked.	1
2368	I was sitting on the bus coming back from school. A man from á nearly forty years sat beside me. After a while I looked at him á and saw that he was looking at me with opened throusers and á holding his penis.	2
2369	My mother was ill and asked me to prpare our lunch. I went to do it, á and while I was working, she stayed behind me telling what I á had, or not to do. I asked her to stop meddling, and to go to á bed. When I went to ask for help to my sister, my mother said that á I was proud, that I asked for help only when I wanted and that I á wasn't able to cook by myself.	3
2370	When on Christmas day my grandmother died. I received the á news when I was coming back from a party on the 24th at 5 am.	4
2371	The same event described under FEAR - in the bus a man sat beside á me, with his trousers open and holding his penis.	5
2372	When I went to a halloween party and had to walk through a shopping á center dressed like a witch.	6
2373	I had parked in a corner, and when I was going out I didn't watch á if another car was coming and went out. The car that was coming á was obliged to stop suddenly. It didn't crash but for a little.	7
2374	When I got a record as a gift from a friend.	1
